Category,Periodical
XV. GENERAL LABOR (U.S),"Union Banner (w.). Saturdays. Established 1898, $1. C. W. Woodman, pub. and ed., P. O. Box 987, Third and Calhoun Streets, Fort Worth, Texas."
XV. GENERAL LABOR (U.S),Galveston
XV. GENERAL LABOR (U.S),"Union Review (w.). Fridays. Established 1919, 4-8 pages, $1.50, circulation 2,400. M. E. Shay, pub. and ed., Galveston, Texas."
XV. GENERAL LABOR (U.S),Houston
XV. GENERAL LABOR (U.S),"Labor Journal (w.). Fridays. Established 1898, 8 pages, $2, circulation 8,500. Houston Labor Journal Pub lishing Co., 607 Franklin Avenue, Houston, Texas. E. V. Aten, ed. Official organ, Central- body and Farmers' Union."
XV. GENERAL LABOR (U.S),"Texas Railway Employees' Journal. Kiani Building, Hous- . ton, Texas."
XV. GENERAL LABOR (U.S),Laredo
XV. GENERAL LABOR (U.S),"Luz y Verdad (m.). Spanish. Established 1916, 12 pages, $1, circulation 300. Jose M. Mora, pub. and ed., P. O. Box 674, Laredo, Texas."
XV. GENERAL LABOR (U.S),Port Arthur
XV. GENERAL LABOR (U.S),"Labor Forum (w.). Fridays. 'Established 1919, $1.50. S. R. Nicks, 310 Sixth Street, Port Arthur, Tex. C. C. Sapp, ed."
XV. GENERAL LABOR (U.S),San Antonio
XV. GENERAL LABOR (U.S),"Weekly Dispatch, The (w.). Saturdays. Established 1894, 8-12 pages, $1.50, circulation 8,600. William L. Hoef- gen, pub. and ed., North Street, Labor Temple, P. O. Box 1113, San Antonio, Texas. Official organ, Trades Counci1. International Labor News, American Federa tion of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),UTAH
XV. GENERAL LABOR (U.S),"Salt Lake City Utah Labor News (w.). Salt Lake City, Utah."
XV. GENERAL LABOR (U.S),VIRGINIA
XV. GENERAL LABOR (U.S),Norfolk
XV. GENERAL LABOR (U.S),"Virginia Unionist (w.). People's Press, Norfolk, Va. Times-Advocate (w.). 155 Bank Street, Norfolk, Va."
XV. GENERAL LABOR (U.S),"Richmond Labor Herald (w.). Fridays. Established 1924, 8 pages,"
XV. GENERAL LABOR (U.S),"$.50, circulation 2000. The Labor Herald Publishing"
XV. GENERAL LABOR (U.S),"Co. Inc., 1306 E. Franklin Street, Richmond, Va. R. B."
XV. GENERAL LABOR (U.S),"Greenway, ed. Official organ, Central Trades arid"
XV. GENERAL LABOR (U.S),"Labor Council. Uses mats. Square Deal. Central Trades and Labor Council, Richmond,"
XV. GENERAL LABOR (U.S),Va.
XV. GENERAL LABOR (U.S),WASHINGTON
XV. GENERAL LABOR (U.S),Aberdeen
XV. GENERAL LABOR (U.S),"Southwest Washington Labor Press (w.). Fridays. Estab lished 1914, 8-12 pages, $1.50, circulation 1,200. Louis C. Hinman, pub. and ed., 104 North G Street, Aberdeen, Wash. Official organ, Central Labor Council, etc. In ternational Labor News. Uses mats."
XV. GENERAL LABOR (U.S),Bellingham
XV. GENERAL LABOR (U.S),"Labor World, The. Bellingham, Wash."
XV. GENERAL LABOR (U.S),Everett
XV. GENERAL LABOR (U.S),"Labor Journal, The (w.). Fridays. Established 1898, 4 pages, $1, circulation 1,500. Labor Journal Publishing Co., Labor Temple, Everett, Wash. Henry Arends, e��_��_T Owned by 14 unions. Official organ, Central Labor Counci1. International Labor News, American Federa tion of Labor Weekly News, Cooperative Service. Uses mats."
XV. GENERAL LABOR (U.S),"Northwest Painter, The (m.). Established 1922, 4 pages, $.50, circulation 2,500. Northwest Painters Conference, Labor Temple, Everett, Wash. Henry /Arends, ed. Uses mats."
XV. GENERAL LABOR (U.S),Seattle
XV. GENERAL LABOR (U.S),"Seattle Union Record (d.). Established 1900, 8-48 pages, $9, circulation 30,195. American Free Press, Union Record Building, 1915 First Avenue, Seattle, Wash. Owned by central body and unions. E. B. Ault, pub. and ed., Saul Haas, man. ed. International News Ser vice, International Labor News, Federated Press. Uses mats."
XV. GENERAL LABOR (U.S),Spokane
XV. GENERAL LABOR (U.S),"Labor World (w.). Fridays. Established 1904, 8 pages, $1, circulation 2,000. The Labor World, 311 Sprague Ave., Spokane, Wash. William J. Coates, ed. Official or gan, Central Labor Council, State Federation of Labor. International Labor News, American Federation of Labor Weekly News. Uses mats."
XV. GENERAL LABOR (U.S),GENERAL LABOR��_��_��_ WEST VIRGINIA 61
XV. GENERAL LABOR (U.S),Tacoma
XV. GENERAL LABOR (U.S),"Tacoma Labor Advocate (w.). Fridays. Established 1909, $1.50. Labor Advocate Publishing Co., 115154 Broad way, Tacoma, Wash."
XV. GENERAL LABOR (U.S),WEST VIRGINIA
XV. GENERAL LABOR (U.S),Charleston
XV. GENERAL LABOR (U.S),"West Virginia Federationist, The (w.). Thursdays. Es tablished 1915, 8 pages, $150, circulation 6,800. The Federationist Company, P. O. Box 1207, Charleston, W. Va. Frank W. Snyder, ed. Official organ, Central Labor Union, etc. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),WISCONSIN
XV. GENERAL LABOR (U.S),"Marmette Union Laborer, The (w.). Mannette, Wis."
XV. GENERAL LABOR (U.S),Racine
XV. GENERAL LABOR (U.S),"Labor Advocate, The (f.). Established 1916, 8 pages, $1. circulation 1,000. Trades and Labor Assembly, 428 Wisconsin Street, Racine, Wis. William H. Sommers, ed. Federated Press. Sent third class."
XV. GENERAL LABOR (U.S),Superior
XV. GENERAL LABOR (U.S),"Superior Labor Journal (w.) Fridays. Established 1897, 6 pages, $2, circulation 2,500. M. M. Krieps, pub. and ed., Superior, Wis."
XV. GENERAL LABOR (U.S),WYOMING
XV. GENERAL LABOR (U.S),Cheyenne
XV. GENERAL LABOR (U.S),"Wyoming Labor Journal (w.). Fridays. Established 1911, 8 pages, $1, 8,000 circulation. Wyoming Labor Journal Publishing Co. Inc., Box 997, Cheyenne, Wyo. J. Buckley, P. J. Paulsen, James Morgan, eds. Official organ, State Federation of Labor. International Labor News. Uses mats."
XV. GENERAL LABOR (U.S),CANADA
XV. GENERAL LABOR (U.S),"Alberta Labor News (w.). Thursdays. Established 1919, 4-8 pages, $2, circulation 4,200. Henry J. Roche, for the Alberta Federation of Labor, 10010��_��_��_ 102nd Street, Ed monton, Alberta, Can. Elmer E. Roper, ed. Inter national Labor News, American Federation of Labor Weekly News, Press Reports of the International Fede ration of Trade Unions, International Press Correspon dence. Uses mats. Supports Canadian Labor Party."
XV. GENERAL LABOR (U.S),"L 'Artisan (m.). La Societe des Artisans, 20 St. Denis Street, Montreal, Can., Catholic."
XV. GENERAL LABOR (U.S),"Booster, The (m.). Brotherhood of Dominion Express Employees, Toronto, Ontario, Can."
XV. GENERAL LABOR (U.S),"British Columbia Federationist (w.). Fridays. Established 1908, 4 pages, $2.50, circulation 6,500. Cowan Brook- house Limited, 1129 Howe Street, Vancouver, British, Columbia, Canada. George Hartley, ed. Uses mats. Official organ of Federated Labor Party of British Columbia."
XV. GENERAL LABOR (U.S),"British Columbia Musician (m.). Established 1923, 8 pages, circulation 1,000. Musicians' union, local 145, Ameri can Federation of Musicians, 991 Nelson Street, Van couver, B. C., Canada. E. C. Miller, Edward Jamieson, eds."
XV. GENERAL LABOR (U.S),"Bulletin, The (in.). International Association of Machinists, District Lodge, No. 2, Winnipeg, Manitoba, Can."
XV. GENERAL LABOR (U.S),"Canadian Barber, The (m.). Journeymen Barbers' Federa tion of Ontario, Toronto, Ontario, Can."
XV. GENERAL LABOR (U.S),"Canadian Congress Journal (m.). Established 1921, 64-80 pages, $2. Trades and Labor Congress of Canada Pub lishing Co. Ltd., 172 McLaren Street, Ottawa, Ont., Canada. Tom Moore, ed. Uses mats."
XV. GENERAL LABOR (U.S),"Canadian Cooperator, The (m.). Established 1909, 16 pages, $.75, circulation 2,500. The Cooperative Union of Canada, 215 Nelson Street, Brantford, Ont., Canada. George Keen, ed. Official organ, The Cooperative Union of Canada (national federation of cooperative societies)."
XV. GENERAL LABOR (U.S),"Canadian Labor Press (w.). 246 Sparks Street, Ottawa, Ont., Can."
XV. GENERAL LABOR (U.S),CANADA
XV. GENERAL LABOR (U.S),"Canadian Railroad Employees Monthly (m.). Established 1909, 24 pages, $2, circulation 12,500. Canadian Brother hood of Railroad Employees, 189 Gloucester Street, Ottawa, Ont., Canada. M. M. Maclean, ed. Uses mats"
XV. GENERAL LABOR (U.S),"Canadian Trades Unionist (m.). Canadian Federation of Labor, 26 Strathcona Avenue, Toronto, Ontario, Can."
XV. GENERAL LABOR (U.S),"Carpenters' Monthly Bulletin (m.). Established 1917, 4 pages, circulation 1,700. Ontario Provincial Council of the United Brotherhood of Carpenters and Joiners of America, 9 Mountnoel Avenue, Toronto, Ont, Canada. Tennison Jackson, ed."
XV. GENERAL LABOR (U.S),"Citizen, The (w.). Fridays. Established 1918, 6 pages, $1, circulation 4,000. Week's Printing Co. Ltd., 54 Argyle Street, Halifax, N. S., Canada. A committee, ed. En dorsed by Trades and Labor Counci1. Uses mats."
XV. GENERAL LABOR (U.S),"Confederate, The. Brandon, Manitoba, Can."
XV. GENERAL LABOR (U.S),"Grain Growers' Guide, The (w.). Wednesdays. Established 1908, 24-60 pages, $1, circulation 75,000. The Grain Growers' Guide Ltd., 290 Vaughan Street, Winnipeg, Man., Canada. G. F. Chipman, ed."
XV. GENERAL LABOR (U.S),"Labor Leader, The (w.). Fridays. Established 1919, 4-16 pages, $1.50, circulation 27,800. Labor Leader Publish ing Co., Ltd., 257 Adelaide Street West, Toronto, Ont. Canada. R. J. Stevenson, W. J. Hevey, eds. Endorsed by local unions. American Federation of Labor Weekly News."
XV. GENERAL LABOR (U.S),"Labor News, The (m.). Lister Building, Hamilton, Ontario, Can."
XV. GENERAL LABOR (U.S),"Labor Statesman, The (w.). Fridays. Established 1924, 8 pages, $2, circulation 4,700. Vancouver, New Westmin ster and District Trades and Labor Council, 16 Hast ings Street, East, Vancouver, B. C, Canada. Henry William Watts, Parker Williams, eds. Federated Press. Labor Party."
XV. GENERAL LABOR (U.S),"Labor World, The ��_��_��_ Le Monde Ouvrier (w.). Fridays. Es tablished 1916, 4 pages, $2, circulation 4,500. Montreal Trades and Labor Council, Gus. Francq, in trust, 11 St. Paul Street, W., Montreal, Que., Canada. - Gus Francq, ed. Bi-lingual, English and French."
XV. GENERAL LABOR (U.S),"Maritime Labor Herald (w.). Established 1921, 8 pages, $2, circulation 5,000. Martitime Labor Herald Co. Ltd., Union Street, Glace Bay, N. S., Canada. 69 per cent of stock held by organized labor. Federated Press. Uses mats. Radica1."
XV. GENERAL LABOR (U.S),"New Democracy (w.). Lister Building, Hamilton, Ontario, Can."
XV. GENERAL LABOR (U.S),"One Big Union Bulletin, The (w.). The One Big Union, 54 Adelaide Street, Winnipeg, Manitoba, Can."
XV. GENERAL LABOR (U.S),"Ontario Fire Fighter, The (m.). Established 1920, 12 pages, $2, circulation 2,456. Provincial Federation of Ontario Fire Fighters, 132 Bellevue Avenue, Toronto, Ont., Canada. David H. Lamb, ed. Uses mats."
XV. GENERAL LABOR (U.S),"Organizer, The (m.). Established 1921, 4 pages, $2.50, cir culation 2,000. The Amalgamated Civil Servants of Canada, 2041 Halifax Street, Regina, Sask., Canada. W. A. Squires, ed."
XV. GENERAL LABOR (U.S),"Trade Report (m.). Ontario Provincial Council, United Brotherhood of Carpenters and Joiners, Toronto, On tario, Can."
XV. GENERAL LABOR (U.S),"U. F. A., The Official Organ of the United Farmers of Alberta (f.). Established 1922, 16-40 pages, $2, circula tion 22,322. The United Farmers of Alberta, Lougheed Building, Calgary, Alberta, Canada. W. Norman Smith, A. M. Turner, eds. Uses mats."
XV. GENERAL LABOR (U.S),"Western Clarion (f.). Established 1905, 8 pages, $1, cir culation 4,000. Socialist Party of Canada, P. O. Box 710, Vancouver, B. C., Canada. Ewen MacLeod, ed. Academic and educationa1."
XV. GENERAL LABOR (U.S),"Western Union Printer (m.). Western Canada Conference of Typographical Unions, Medicine Hat, Alberta, Can."
XV. GENERAL LABOR (U.S),"Worker, The (w.). Saturdays. Established 1922, 4 pages, $2, circulation 5,000. Worker Publishing Association, Room 301, Tyrell Building, 95 King Street, E., Toronto, Ont., Canada. Maurice Specter, ed. Official organ, Communist Party of Canada. Federated Press. "" Uses mats."
XV. GENERAL LABOR (U.S),"Workers' Weekly, The (w.). Muir and Bell, Stellarton, Nova Scotia, Canada."
XV. GENERAL LABOR (U.S),"International Trade Union Review, The (q.). International Federation of Trade Unions, 31 Tesselschadestraat, Am sterdam, Netherlands."
XV. GENERAL LABOR (U.S),"News Letter (w.). Internatinal Federation of Trade Unions, 31 Tesselschadestraat, Amsterdam, Netherlands."
XV. GENERAL LABOR (U.S),"International Educational Notes (m.). Educational Depart ment, International Federation of Trade Unions, 31 Tes selschadestraat, Amsterdam, Netherlands."
XV. GENERAL LABOR (U.S),"Red Labor Union International. Red International of Labor Unions, Post Office Box 7077, Moscow, Union of Soviet Socialist Republics."
XV. GENERAL LABOR (U.S),"News Service (irreg.). International Wprkingmen's Associa tion, Kopernikusstrasse, 25/II, Berlin O. 35, Germany."
XV. GENERAL LABOR (U.S),"Bulletin (m.). International Federation of Christian Trade Unions, Drift 12, Utrecht, Netherlands."
XV. GENERAL LABOR (U.S),"Building Workers' International (q.). International Union of Building Workers, Wallstrasse 1, Hamburg 25, Germany."
XV. GENERAL LABOR (U.S),"Bulletin (q.). International Federation of Hatters, Piazetta Moriggia 6, Monza, Italy."
XV. GENERAL LABOR (U.S),"Bulletin (q.). International Federation of Lithographers and Kindred Trades, 65 Rue du Midi, Brussels, Belgium."
XV. GENERAL LABOR (U.S),"Bulletin (bi-m.). International Union of Woodworkers, Al- berdingk Thijmstraat 30, Amsterdam, Netherlands."
XV. GENERAL LABOR (U.S),"Bulletin Mensuel (m.). International Union of Food and Drink Trades Workers, Kornerstrasse 12, Zurich 4 Switzerland."
XV. GENERAL LABOR (U.S),"International P. T. T. (q.). International Federation of Pos tal, Telegraph and Telephone Workers, Peter. Jbrdan- strasse 96, Vienna, Austria."
XV. GENERAL LABOR (U.S),"Mitteilungen; Communications (q.). International Secretariat of Printers, Eigerplatz 8, Berne, Switzerland."
XV. GENERAL LABOR (U.S),"Mitteilungsblatt (q.). International Secretariat of Painters and Kindred Trades, Claus Grothstrasse 1, Hamburg, Germany."
XV. GENERAL LABOR (U.S),"News Letter (m.). International Transport Workers' Fede ration, Vondelstraat 61, Amsterdam, Netherlands."
XV. GENERAL LABOR (U.S),"Press Report (w.). International Transport Workers' Fede ration, Vondelstraat 61, Amsterdam, Netherlands."
XV. GENERAL LABOR (U.S),"Bulletin (m.). Labor and Socialist International, 4 Great Smith Street, London, S. W. l, England."
INTERNATIONAL,"Press Report (w.). Labor and Socialist International, 4 Great Smith Street, London, S. W. 1. England."
INTERNATIONAL,"Socialist Youth International (m.)- Socialist Youth Interna tional, Lindenstrasse 3, Berlin S. W. 68, Germany."
INTERNATIONAL,"Communist International, The (m.). Executive Committee, The Communist International, Smolny, Leningrad, Union of Soviet Socialist Republics; or 1113 West Washington Boulevard, Chicago, Ill."
INTERNATIONAL,"Young Communist International Review, The (f.). Young Communist International, Alserstrasse 69, Vienna VIII, Austria."
INTERNATIONAL,"International of Youth, The (m.). Young Communist Inter national, Alserstrasse 69, Vienna VIII, Austria."
INTERNATIONAL,"International Press Correspondence (w.). The Communist International, Eduard Stegbauer, proprietor, publisher and responsible editor, Pernerstorfergasse 64, Vienna X, Austria; editorial offices, Berggasse 31, Vienna IX, Austria."
INTERNATIONAL,"Industrial and Labor Information (w.). International Labor Office, League of Nations, Geneva, Switzerland."
INTERNATIONAL,"International Labor Review (m.). International Labor Office, League of Nations, Geneva, Switzerland."
INTERNATIONAL,"Industrial Safety Survey (bi-m.). International Labor Office, League of Nations, Geneva, Switzerland."
INTERNATIONAL,OTHER COUNTRIES
INTERNATIONAL,ARGENTINA
INTERNATIONAL,Bandera Proletaria (w.) Federation of Trade Unions (U.S.A.)
INTERNATIONAL,"Rioja 835, Buenos Aires. Syndicalist. Protesta, La (d.). Argentine Federation of Labor (F.O.R.A.)"
INTERNATIONAL,"Calle Peru l537 Buenos Aires. Anarchist. Vanguardia, La (d.). Reconquista 675, Buenos Aires. Socialist. International, La (d.). Independencia 4l7, Buenos Aires."
INTERNATIONAL,Communist.
INTERNATIONAL,"ARMENIA Droschak. 3 Avenue Beau-Sejour, Geneva, Switzerland."
INTERNATIONAL,AUSTRALIA
INTERNATIONAL,"Australian Communist, The (w.). English Buildings, George Street, Sydney, New South Wales."
INTERNATIONAL,"Australian Worker, The (w.). Australian Workers' Union, St. Andrew's Place, Sydney, New South Wales."
INTERNATIONAL,"Common Cause (w.). Workers' Industrial Union of Austra lia, Sydney, New South Wales."
INTERNATIONAL,"Daily Standard, The (d.). Adelaide Street, Brisbane, Queens land. Labor."
INTERNATIONAL,"Worker, The (w.). Elizabeth Street, Brisbane, Queensland."
INTERNATIONAL,"Daily Herald (d.). 117 Grenfell Street, Adelaide, South Aus tralia."
INTERNATIONAL,"World, The (d.). 56-58 Collins Street, Hobart, Tasmania. Trade union."
INTERNATIONAL,"Labor Call, The (w.). Patrick Street, Melbourne, Victoria. Australian Labor Party."
INTERNATIONAL,"Liberty and Progress. 325 Collins Street, Melbourne, Victoria."
INTERNATIONAL,"Union Voice, The (w.). Socialist Hall, 184 Exhibition Street, Melbourne, Victoria, Socialist Party."
INTERNATIONAL,"Westralian Worker (w.). 38-40 Stirling Street, Perth, West. Australia."
INTERNATIONAL,AUSTRIA
INTERNATIONAL,"Arbeit und Wirtschaft (w.). Federation of Trade Unions, Ebendorferstrasse 7, Vienna I."
INTERNATIONAL,"Betriebsrat, Der (bi-m.). Federation of Trade Unions, Eben-"
INTERNATIONAL,"dorferstrasse 7, Vienna I. Arbeiter-Zeituhg (d.). Rechte Wienzeile 97, Vienna V. Social"
INTERNATIONAL,"Democratic Labor Party. Rote Fahne, Die (d.). Bandgasse 87, Vienna VII. Communist"
INTERNATIONAL,Party.
INTERNATIONAL,BELGIUM
INTERNATIONAL,"Mouvement Syndical Beige, Le (f.). Commission Syndicale, Maison Syndicale, 8 Rue Joseph Stevens, Brussels."
INTERNATIONAL,"Peuple, Le (d.). 35 Rue des Sables, Brussels. Socialist."
INTERNATIONAL,"Volksblad, Het (d.). 35 Rue des Sables, Brussels, Socialist."
INTERNATIONAL,"Volksgazet, De (d.). Somerstraat 20, Antwerp, Socialist."
INTERNATIONAL,"Drapeau Rouge, Le (d.). 57-9 Rue des Alexiens, Brussels, Communist,"
INTERNATIONAL,"Education-Recreation-Ontwikkeling (m.). French and Dutch. Maison du I'euple, 17 Rue Joseph Stevens, Brussels. La bor High School."
INTERNATIONAL,BRAZIL
INTERNATIONAL,"Solidario, O. (w.). Rua l5 Novembra 50, Santos, Sao Paulo."
INTERNATIONAL,"Food workers' union. Communist. Voz Cosmopolita, A (w.). Rua do Senado 215, Rio de Janeiro."
INTERNATIONAL,Restaurant workers' union. Communist. Martello e Foice. Rua Felicissimo de Azevedo 4l Porto Ale-
INTERNATIONAL,gre. Rio Grande do Su1.
INTERNATIONAL,BULGARIA
INTERNATIONAL,"Narod (d.). Federation of Trade Unions, Rue Lomska 22, So fia. Right-wing."
INTERNATIONAL,"Rabotnitscheski Westnik (d.). Syndiklane Dom, U1. Kyrill i Method! 54, Sofia. Left-wing."
INTERNATIONAL,CHILE
INTERNATIONAL,"Comunista, El (d.). Casilla 327, Antofagasta. Labor Federa tion and Communist."
INTERNATIONAL,"Federacion Obrera, La (d.). Miraflores 163, Santiago. Labor Federation."
INTERNATIONAL,"Socialista, El (w.). 1372 Calle Catorce de Febrero, Antofa gasta."
INTERNATIONAL,"Campana Nueva (w.). Casilla 4048, Correo 2, Valparaiso. Anarcho-syndicalist."
INTERNATIONAL,"Batalla, La (w.) Casilla 3371, Correo 3, Valparaiso. Anarchist. Despertar, El. Iquique. Communist. Surco, El. Iquique. Communist."
INTERNATIONAL,COLOMBIA
INTERNATIONAL,"Socialista, El. Bogota."
INTERNATIONAL,"Organization (w.). Santa Maria, Dept. Magdalena. Anarcho- syndicalist."
INTERNATIONAL,CUBA
INTERNATIONAL,"Lucha de Clases, La (f.). I Agramonte 37 (Altos), Havana."
INTERNATIONAL,Communist.
INTERNATIONAL,"Tierra (w.). Zulueta 37 (Altos), Havana. Anarchist. Progreso, E1. (w.). Industrial Workers of the World, Cal-"
INTERNATIONAL,"zada de Cerro 869, Havana."
INTERNATIONAL,CZECHOSLOVAKIA
INTERNATIONAL,"Odborove Sdruzene Ceskoslovenske (f.). Bohemian. Federa tion of Trade Unions, Na Perstyne 348, Prague I."
INTERNATIONAL,"Gewerkschaftsblatt (f.). German. Federation of Trade Unions Na Perstyne 348, Prague I."
INTERNATIONAL,"Socialni Prace (m.). National Social Trade Union Central, Vaclavske Nam. 42, Prague II."
INTERNATIONAL,"Pravo Lidu (d.). Hybernska 7, Prague II. Social Democratic Labor Party."
INTERNATIONAL,"Sozialdemokrat. Havlicko Nam. 32, Prague II. German So cialist."
INTERNATIONAL,"Socialista (w.). Ruska 3, Vinohrady, Prague. Socialist Union."
INTERNATIONAL,"Rude Pravo (d.). Myslikova Ulica 15, Prague II. Communist."
INTERNATIONAL,"Rabotnik Slaski (w.). Rynek 24, Frysztat. Polish Socialist."
INTERNATIONAL,Vorwaerts (d.). Reichenberg. Communist.
INTERNATIONAL,Svoboda (d.). Kladno. Communist.
INTERNATIONAL,"DANZIG ' Danziger Volksstimme. Am Spcndhaus 6, Danzig. ,"
INTERNATIONAL,DENMARK
INTERNATIONAL,"Arbejderen (w.). Federation of Trade Unions. Norre Fari- magsgade 49, Copenhagen."
INTERNATIONAL,"Social-Demokraten (d.). Norre Farimagsgade 49, Copenha gen, Socialist."
INTERNATIONAL,"Arbejder Bladet (d.). Blaagaerdsgade 29/4, Copenhagen. Communist."
INTERNATIONAL,ECUADOR
INTERNATIONAL,"Confederation Obrera Ecuatoriana, La. Confederation of La bor, Quito."
INTERNATIONAL,"Boletin, El (irreg.). Ambato. Trade Union. Antorcha, La (w.). Quito. Socialist. Confederacion Obrero. Bocaya 1403, Guayaqui1. Voz del Proletario, La (f.). Guayaqui1. Trade union."
INTERNATIONAL,"Uhendus (d.). Brookusmagi 4, Tallinn, Estonia. Socialist."
INTERNATIONAL,FINLAND
INTERNATIONAL,"Suomen Ammatijarjesto (m.). Federation of Trade Unions,"
INTERNATIONAL,"Sirkuskatu 3. Helsingsfors. Suomen Sosialdemokraatti (d.). Sirkuskatu 3, Helsingfors."
INTERNATIONAL,Socialist. Suomen Tyoemies (d.). Helsingfors. Communist.
INTERNATIONAL,FRANCE
INTERNATIONAL,"Peuple, Le. General Confederation of Labor, 67 Quai de Val- my, Paris X."
INTERNATIONAL,"L'Afelier (w.). 208 Rue St. Maur, Paris X. Trade union."
INTERNATIONAL,"Voix du Peuple, La (m.). 211 Rue Lafayette, Paris X. Trade union."
INTERNATIONAL,"Vie Ouvriere, La (w.). 144 Rue Pelleport, Paris XX. Com munist trade union."
INTERNATIONAL,"Lutte de Classe, La (m.). 144 Rue Pelleport, Paris XX, Com munist trade union."
INTERNATIONAL,"Populaire, Le. 12 Rue Feydeau, Paris II. Socialist."
INTERNATIONAL,"L 'Information Sociale (w.). 7 Rue Pasquier, Paris VIII. So cialist."
INTERNATIONAL,"L'Humanite (d.). 142 Rue Montmartre, Paris II. Communist."
INTERNATIONAL,"Cahiers du Bolchevisme, Les (w.). 142 Rue Montmartre, Pa ris II. Communist."
INTERNATIONAL,"Clarte (m.). 16 Rue Jacques Callot, Paris VI. Communist."
INTERNATIONAL,GERMANY
INTERNATIONAL,"Arbeit, Die (m.). General Federation of Trade Unions, Insel- strasse 6, Berlin S. 14."
INTERNATIONAL,"Gewerkschafts-Zeitung (w.). General Federation of Trade Unions, Inselstrasse 6, Berlin -S. 14."
INTERNATIONAL,"Synkalist, Der (w.). Kopernikusstrasse 25, Berlin O. 34. Syn dicalist."
INTERNATIONAL,"Kommunistische Gewerkschafter, Der (w.). Rosenthaler- strasse 38, Berlin C. 54. Communist trade union."
INTERNATIONAL,"Vorwaerts (d.). Lindenstrasse 3, Berlin S.W. 68. Socialist."
INTERNATIONAL,"Rote Fahne, Die (d.). Communist Party, Warthestrasse 69, Berlin-Neukoln."
INTERNATIONAL,GREAT BRITAIN
INTERNATIONAL,"Daily Herald, The (d.). 2 Carmelite Street, London, E. C. 4. Trade union and Labor Party."
INTERNATIONAL,"Labor Magazine, The (m.). 33 Eccleston Square, London, S. W. 1. Trades Union Congress and Labor Party."
INTERNATIONAL,"Lansbury's Labor Weekly (w.). 200 Palace Chambers, Lon don, S. W. 1."
INTERNATIONAL,"Worker, The (w.). 39 Shuttle Street, Glasgow, Scotland. Min ority trade union movement."
INTERNATIONAL,"Sunday Worker, The (w.). 74 Swinton Street, Gray's Inn Rd., London, W. C. 1. Minority trade union movement."
INTERNATIONAL,"Monthly Circular of the Labor Research Department, The 162 Buckingham Palace Road, London, S' W. 1. Current information service. ,"
INTERNATIONAL,"New Leader, The (w.). 24 High Holborn, London, W. C. 2. Independent Labor Party."
INTERNATIONAL,"Socialist Review, The (m.). 14 Great George Street, London, S. W. 1. Independent Labor Party."
INTERNATIONAL,"Forward (w.). 30 Brown Street, Port Dundas, Glasgow, Scot land, Socialist."
INTERNATIONAL,"Justice (w.). 103 Southwark Street, London, S. E. 1. Social Democratic Federation."
INTERNATIONAL,"Socialist Standard, The (m.). 17 Mount Pleasant, London, W. C. 1. Socialist Labor Party."
INTERNATIONAL,"Trade Union Unity (m.). 162, Buckingham Palace Road, Lon don, S.W. 1."
INTERNATIONAL,"Communist Review (m.). 16 King Street, Covent Garden,"
INTERNATIONAL,". London, W. C. 2."
INTERNATIONAL,"Workers' Weekly, The (w.). 16 King Street, Covent Garden, London, W. C. 2. Communist."
INTERNATIONAL,"Workers' Dreadnaught, The (w.). 152 Fleet Street, London, E. C. 4. Communist Workers' Movement."
INTERNATIONAL,"Labor Monthly, The (m.). l62 Buckingham Palace Road, London, S. W. 1. International labor review."
INTERNATIONAL,"Fabian News (in.). 25 Tothill Street, London, S. W. 1. Fa bian Society."
INTERNATIONAL,"Highway, The (m.). l6 Harpur Street, London, W. C. 1. Workers' Educational Association."
INTERNATIONAL,"Plebs, The (m.). 162a Buckingham Palace Road, London, S. W. l. Labor College."
INTERNATIONAL,"Soviet Union Review. 68 Lincoln's Inn Fields, Kingsway, London, W. C. 2."
INTERNATIONAL,GREECE
INTERNATIONAL,Risopastb. Athens. Communist.
INTERNATIONAL,GUATEMALA
INTERNATIONAL,"Novacion (w.). Central American Federation of Labor, Gua temala City."
INTERNATIONAL,HUNGARY
INTERNATIONAL,"Szaksvezeti Ertesito. Federation of Trade Union, Kertesz-"
INTERNATIONAL,"utca 24, Budapest VII. Nepsava (d.). Konti-utca 4, Budapest VII. Socialist."
INTERNATIONAL,INDIA
INTERNATIONAL,"All-India Trade Union Bulletin, The (m.). All-India Trade Union Congress, Servants of India Society, Sandhurst Road, Bombay 4."
INTERNATIONAL,"Swadaharma (w.). 86 Savarana Perumal Mudaly Street, Ve- pery, Madras. Labor."
INTERNATIONAL,"Socialist, The (w.). 434 Thakurdwar, Bombay, II."
INTERNATIONAL,IRELAND
INTERNATIONAL,"Voice of Labor, The (w.). Trade Union Congress and Labor Party, Liberty Hall, Dublin."
INTERNATIONAL,"Irish Worker, The (w.). Irish Workers' Union, Unity Hall, Marlboro Street, Dublin."
INTERNATIONAL,"Workers' Republic, The (w.). 13 Fleet Street, Dublin. Com munist."
INTERNATIONAL,"Irish Statesman, The (w.). Irish Agricultural Organization Society, 84 Merrion Square, Dublin."
INTERNATIONAL,ITALY
INTERNATIONAL,"Battaglie Sindacali (w.). Confederation of Labor, 2 Via"
INTERNATIONAL,"Manfredo Fanti, Milan."
