Category,Periodical
INTERNATIONAL,"International P. T. T. (quarterly). International Federation of Pos tal, Telegraph and Telephone Workers, Peter. Jbrdan- strasse 96, Vienna, Austria."
INTERNATIONAL,"Mitteilungen; Communications (quarterly). International Secretariat of Printers, Eigerplatz 8, Berne, Switzerland."
INTERNATIONAL,"Mitteilungsblatt (quarterly). International Secretariat of Painters and Kindred Trades, Claus Grothstrasse 1, Hamburg, Germany."
INTERNATIONAL,"News Letter (monthly). International Transport Workers' Fede ration, Vondelstraat 61, Amsterdam, Netherlands."
INTERNATIONAL,"Press Report (weekly). International Transport Workers' Fede ration, Vondelstraat 61, Amsterdam, Netherlands."
INTERNATIONAL,"Bulletin (monthly). Labor and Socialist International, 4 Great Smith Street, London, S. W. l, England."
INTERNATIONAL,"Press Report (weekly). Labor and Socialist International, 4 Great Smith Street, London, S. W. 1. England."
INTERNATIONAL,"Socialist Youth International (monthly)- Socialist Youth Interna tional, Lindenstrasse 3, Berlin S. W. 68, Germany."
INTERNATIONAL,"Communist International, The (monthly). Executive Committee, The Communist International, Smolny, Leningrad, Union of Soviet Socialist Republics; or 1113 West Washington Boulevard, Chicago, Ill."
INTERNATIONAL,"Young Communist International Review, The (fortnightly). Young Communist International, Alserstrasse 69, Vienna VIII, Austria."
INTERNATIONAL,"International of Youth, The (monthly). Young Communist Inter national, Alserstrasse 69, Vienna VIII, Austria."
INTERNATIONAL,"International Press Correspondence (weekly). The Communist International, Eduard Stegbauer, proprietor, publisher and responsible editor, Pernerstorfergasse 64, Vienna X, Austria; editorial offices, Berggasse 31, Vienna IX, Austria."
INTERNATIONAL,"Industrial and Labor Information (weekly). International Labor Office, League of Nations, Geneva, Switzerland."
INTERNATIONAL,"International Labor Review (monthly). International Labor Office, League of Nations, Geneva, Switzerland."
INTERNATIONAL,"Industrial Safety Survey (bimonthly). International Labor Office, League of Nations, Geneva, Switzerland."
INTERNATIONAL,Bandera Proletaria (weekly) Federation of Trade Unions (U.S.A.)
INTERNATIONAL,Protesta
INTERNATIONAL,"ARMENIA Droschak. 3 Avenue Beau-Sejour, Geneva, Switzerland."
INTERNATIONAL,"Australian Communist, The (weekly). English Buildings, George Street, Sydney, New South Wales."
INTERNATIONAL,"Australian Worker, The (weekly). Australian Workers' Union, St. Andrew's Place, Sydney, New South Wales."
INTERNATIONAL,"Common Cause (weekly). Workers' Industrial Union of Austra lia, Sydney, New South Wales."
INTERNATIONAL,"Daily Standard, The (daily). Adelaide Street, Brisbane, Queens land. Labor."
INTERNATIONAL,"Worker, The (weekly). Elizabeth Street, Brisbane, Queensland."
INTERNATIONAL,"Daily Herald (daily). 117 Grenfell Street, Adelaide, South Aus tralia."
INTERNATIONAL,"World, The (daily). 56-58 Collins Street, Hobart, Tasmania. Trade union."
INTERNATIONAL,"Labor Call, The (weekly). Patrick Street, Melbourne, Victoria. Australian Labor Party."
INTERNATIONAL,"Liberty and Progress. 325 Collins Street, Melbourne, Victoria."
INTERNATIONAL,"Union Voice, The (weekly). Socialist Hall, 184 Exhibition Street, Melbourne, Victoria, Socialist Party."
INTERNATIONAL,"Westralian Worker (weekly). 38-40 Stirling Street, Perth, West. Australia."
INTERNATIONAL,"Arbeit und Wirtschaft (weekly). Federation of Trade Unions, Ebendorferstrasse 7, Vienna I."
INTERNATIONAL,"Betriebsrat, Der (bimonthly). Federation of Trade Unions, Eben-"
INTERNATIONAL,"dorferstrasse 7, Vienna I. Arbeiter-Zeituhg (daily). Rechte Wienzeile 97, Vienna V. Socialist"
INTERNATIONAL,"Democratic Labor Party. Rote Fahne, Die (daily). Bandgasse 87, Vienna VII. Communist"
INTERNATIONAL,"Mouvement Syndical Beige, Le (fortnightly). Commission Syndicale, Maison Syndicale, 8 Rue Joseph Stevens, Brussels."
INTERNATIONAL,"Peuple, Le (daily). 35 Rue des Sables, Brussels. Socialist."
INTERNATIONAL,"Volksblad, Het (daily). 35 Rue des Sables, Brussels, Socialist."
INTERNATIONAL,"Volksgazet, De (daily). Somerstraat 20, Antwerp, Socialist."
INTERNATIONAL,"Drapeau Rouge, Le (daily). 57-9 Rue des Alexiens, Brussels, Communist,"
INTERNATIONAL,"Education-Recreation-Ontwikkeling (monthly). French and Dutch. Maison du I'euple, 17 Rue Joseph Stevens, Brussels. La bor High School."
INTERNATIONAL,"Solidario, O. (weekly). Rua l5 Novembra 50, Santos, Sao Paulo."
INTERNATIONAL,"Food workers' union. Communist. Voz Cosmopolita, A (weekly). Rua do Senado 215, Rio de Janeiro."
INTERNATIONAL,Restaurant workers' union. Communist. Martello e Foice. Rua Felicissimo de Azevedo 4l Porto Ale-
INTERNATIONAL,gre. Rio Grande do Su1.
INTERNATIONAL,"Narod (daily). Federation of Trade Unions, Rue Lomska 22, So fia. Right-wing."
INTERNATIONAL,"Rabotnitscheski Westnik (daily). Syndiklane Dom, U1. Kyrill i Method! 54, Sofia. Left-wing."
INTERNATIONAL,"Comunista, El (daily). Casilla 327, Antofagasta. Labor Federa tion and Communist."
INTERNATIONAL,"Federacion Obrera, La (daily). Miraflores 163, Santiago. Labor Federation."
INTERNATIONAL,"Socialista, El (weekly). 1372 Calle Catorce de Febrero, Antofa gasta."
INTERNATIONAL,"Campana Nueva (weekly). Casilla 4048, Correo 2, Valparaiso. Anarcho-syndicalist."
INTERNATIONAL,"Batalla, La (weekly) Casilla 3371, Correo 3, Valparaiso. Anarchist. Despertar, El. Iquique. Communist. Surco, El. Iquique. Communist."
INTERNATIONAL,"Socialista, El. Bogota."
INTERNATIONAL,"Organization (weekly). Santa Maria, Dept. Magdalena. Anarcho- syndicalist."
INTERNATIONAL,"Lucha de Clases, La (fortnightly). I Agramonte 37 (Altos), Havana."
INTERNATIONAL,Communist.
INTERNATIONAL,"Tierra (weekly). Zulueta 37 (Altos), Havana. Anarchist. Progreso, E1. (weekly). Industrial Workers of the World, Cal-"
INTERNATIONAL,"zada de Cerro 869, Havana."
INTERNATIONAL,"Odborove Sdruzene Ceskoslovenske (fortnightly). Bohemian. Federa tion of Trade Unions, Na Perstyne 348, Prague I."
INTERNATIONAL,"Gewerkschaftsblatt (fortnightly). German. Federation of Trade Unions Na Perstyne 348, Prague I."
INTERNATIONAL,"Socialni Prace (monthly). National Social Trade Union Central, Vaclavske Nam. 42, Prague II."
INTERNATIONAL,"Pravo Lidu (daily). Hybernska 7, Prague II. Social Democratic Labor Party."
INTERNATIONAL,"Sozialdemokrat. Havlicko Nam. 32, Prague II. German So cialist."
INTERNATIONAL,"Socialista (weekly). Ruska 3, Vinohrady, Prague. Socialist Union."
INTERNATIONAL,"Rude Pravo (daily). Myslikova Ulica 15, Prague II. Communist."
INTERNATIONAL,"Rabotnik Slaski (weekly). Rynek 24, Frysztat. Polish Socialist."
INTERNATIONAL,Vorwaerts (daily). Reichenberg. Communist.
INTERNATIONAL,Svoboda (daily). Kladno. Communist.
INTERNATIONAL,"Danziger Volksstimme. Am Spcndhaus 6, Danzig. ,"
INTERNATIONAL,"Arbejderen (weekly). Federation of Trade Unions. Norre Fari- magsgade 49, Copenhagen."
INTERNATIONAL,"Social-Demokraten (daily). Norre Farimagsgade 49, Copenha gen, Socialist."
INTERNATIONAL,"Arbejder Bladet (daily). Blaagaerdsgade 29/4, Copenhagen. Communist."
INTERNATIONAL,"Confederation Obrera Ecuatoriana, La. Confederation of La bor, Quito."
INTERNATIONAL,"Boletin, El (irregular). Ambato. Trade Union. Antorcha, La (weekly). Quito. Socialist. Confederacion Obrero. Bocaya 1403, Guayaqui1. Voz del Proletario, La (fortnightly). Guayaqui1. Trade union."
INTERNATIONAL,"Uhendus (daily). Brookusmagi 4, Tallinn, Estonia. Socialist."
INTERNATIONAL,"Suomen Ammatijarjesto (monthly). Federation of Trade Unions,"
INTERNATIONAL,"Sirkuskatu 3. Helsingsfors. Suomen Sosialdemokraatti (daily). Sirkuskatu 3, Helsingfors."
INTERNATIONAL,Socialist. Suomen Tyoemies (daily). Helsingfors. Communist.
INTERNATIONAL,"Peuple, Le. General Confederation of Labor, 67 Quai de Val- my, Paris X."
INTERNATIONAL,"L'Afelier (weekly). 208 Rue St. Maur, Paris X. Trade union."
INTERNATIONAL,"Voix du Peuple, La (monthly). 211 Rue Lafayette, Paris X. Trade union."
INTERNATIONAL,"Vie Ouvriere, La (weekly). 144 Rue Pelleport, Paris XX. Com munist trade union."
INTERNATIONAL,"Lutte de Classe, La (monthly). 144 Rue Pelleport, Paris XX, Com munist trade union."
INTERNATIONAL,"Populaire, Le. 12 Rue Feydeau, Paris II. Socialist."
INTERNATIONAL,"L 'Information Sociale (weekly). 7 Rue Pasquier, Paris VIII. So cialist."
INTERNATIONAL,"L'Humanite (daily). 142 Rue Montmartre, Paris II. Communist."
INTERNATIONAL,"Cahiers du Bolchevisme, Les (weekly). 142 Rue Montmartre, Pa ris II. Communist."
INTERNATIONAL,"Clarte (monthly). 16 Rue Jacques Callot, Paris VI. Communist."
INTERNATIONAL,"Arbeit, Die (monthly). General Federation of Trade Unions, Insel- strasse 6, Berlin S. 14."
INTERNATIONAL,"Gewerkschafts-Zeitung (weekly). General Federation of Trade Unions, Inselstrasse 6, Berlin -S. 14."
INTERNATIONAL,"Synkalist, Der (weekly). Kopernikusstrasse 25, Berlin O. 34. Syn dicalist."
INTERNATIONAL,"Kommunistische Gewerkschafter, Der (weekly). Rosenthaler- strasse 38, Berlin C. 54. Communist trade union."
INTERNATIONAL,"Vorwaerts (daily). Lindenstrasse 3, Berlin S.W. 68. Socialist."
INTERNATIONAL,"Rote Fahne, Die (daily). Communist Party, Warthestrasse 69, Berlin-Neukoln."
INTERNATIONAL,"Daily Herald, The (daily). 2 Carmelite Street, London, E. C. 4. Trade union and Labor Party."
INTERNATIONAL,"Labor Magazine, The (monthly). 33 Eccleston Square, London, S. W. 1. Trades Union Congress and Labor Party."
INTERNATIONAL,"Lansbury's Labor Weekly (weekly). 200 Palace Chambers, Lon don, S. W. 1."
INTERNATIONAL,"Worker, The (weekly). 39 Shuttle Street, Glasgow, Scotland. Min ority trade union movement."
INTERNATIONAL,"Sunday Worker, The (weekly). 74 Swinton Street, Gray's Inn Rd., London, W. C. 1. Minority trade union movement."
INTERNATIONAL,"Monthly Circular of the Labor Research Department, The 162 Buckingham Palace Road, London, S' W. 1. Current information service. ,"
INTERNATIONAL,"New Leader, The (weekly). 24 High Holborn, London, W. C. 2. Independent Labor Party."
INTERNATIONAL,"Socialist Review, The (monthly). 14 Great George Street, London, S. W. 1. Independent Labor Party."
INTERNATIONAL,"Forward (weekly). 30 Brown Street, Port Dundas, Glasgow, Scot land, Socialist."
INTERNATIONAL,"Justice (weekly). 103 Southwark Street, London, S. E. 1. Social Democratic Federation."
INTERNATIONAL,"Socialist Standard, The (monthly). 17 Mount Pleasant, London, W. C. 1. Socialist Labor Party."
INTERNATIONAL,"Trade Union Unity (monthly). 162, Buckingham Palace Road, Lon don, S.W. 1."
INTERNATIONAL,"Communist Review (monthly). 16 King Street, Covent Garden, London, W. C. 2."
INTERNATIONAL,"Workers' Weekly, The (weekly). 16 King Street, Covent Garden, London, W. C. 2. Communist."
INTERNATIONAL,"Workers' Dreadnaught, The (weekly). 152 Fleet Street, London, E. C. 4. Communist Workers' Movement."
INTERNATIONAL,"Labor Monthly, The (monthly). l62 Buckingham Palace Road, London, S. W. 1. International labor review."
INTERNATIONAL,"Fabian News (in.). 25 Tothill Street, London, S. W. 1. Fa bian Society."
INTERNATIONAL,"Highway, The (monthly). l6 Harpur Street, London, W. C. 1. Workers' Educational Association."
INTERNATIONAL,"Plebs, The (monthly). 162a Buckingham Palace Road, London, S. W. l. Labor College."
INTERNATIONAL,"Soviet Union Review. 68 Lincoln's Inn Fields, Kingsway, London, W. C. 2."
INTERNATIONAL,Risopastb. Athens. Communist.
INTERNATIONAL,"Novacion (weekly). Central American Federation of Labor, Guatemala City."
INTERNATIONAL,"Szaksvezeti Ertesito. Federation of Trade Union, Kerteszutca 24, Budapest VII. Nepsava (daily). Konti-utca 4, Budapest VII. Socialist."
INTERNATIONAL,"All-India Trade Union Bulletin, The (monthly). All-India Trade Union Congress, Servants of India Society, Sandhurst Road, Bombay 4."
INTERNATIONAL,"Swadaharma (weekly). 86 Savarana Perumal Mudaly Street, Ve- pery, Madras. Labor."
INTERNATIONAL,"Socialist, The (weekly). 434 Thakurdwar, Bombay, II."
INTERNATIONAL,"Voice of Labor, The (weekly). Trade Union Congress and Labor Party, Liberty Hall, Dublin."
INTERNATIONAL,"Irish Worker, The (weekly). Irish Workers' Union, Unity Hall, Marlboro Street, Dublin."
INTERNATIONAL,"Workers' Republic, The (weekly). 13 Fleet Street, Dublin. Communist."
INTERNATIONAL,"Irish Statesman, The (weekly). Irish Agricultural Organization Society, 84 Merrion Square, Dublin."
INTERNATIONAL,"Battaglie Sindacali (weekly). Confederation of Labor, 2 Via"
INTERNATIONAL,"Manfredo Fanti, Milan."
INTERNATIONAL,"Avanti (daily). Villagio Barovalle 2, Milan. Socialist. Giustizia, La. Via Kramer 19, Milan 20. Socialist. Comunista, II (daily). Rome. Communist."
INTERNATIONAL,"Domei Rodo (weekly). General Confederation of Labor, 12 Ki-ta- Kogacho, Kando, Tokyo. Shakaishugi (monthly). 44 Ichome, Motozonacho, Kojimachi-Ku, Tokyo, Socialist. Shakai-Shugi Kenkyu (monthly). Kin Yamakawa, Tarunii, Hyogo-Ken. Socialist."
INTERNATIONAL,"Arodneeks (fortnightly). Federation of Trade Unions, l1-3 Matisa"
INTERNATIONAL,"Eela ds. 6, Riga. Sozialdemocrats. Kr. Barona Eela 25, Riga. Socialist."
INTERNATIONAL,"LITHUANIA Socialdetnokratas (weekly). Keistucio gatve 40, Kaunas."
INTERNATIONAL,"Proletarier, Der (weekly). Federation of Trade Unions, Nejpergstrasse l3, Luxemburg-Gare. Soziale Republic, Die. Luxemburg."
INTERNATIONAL,"Humanidad, La (weekly). General Confederation of Labor, Plaza de las Vizcainas 3, Mexico, D. F. Anarcho-syndi calist."
INTERNATIONAL,"Crora (fortnightly). Mexican Federation of Labor, Belisario Dominguez 64, Mexico City."
INTERNATIONAL,"Pro-Patria. Mexican Federation of Labor, Orizaba, Vera Cruz."
INTERNATIONAL,"Resurgimiento, El. Puebla, Puebla. Trade Union."
INTERNATIONAL,"Aventino (weekly). Federation of Graphic Arts, Calle Humboldt 8, Mexico City."
INTERNATIONAL,"Lucha, La. Calle Belisario Dominguez 40, Mexico City. Socialist."
INTERNATIONAL,"Tierra, La. Merida, Yucatan. Socialist. Machete, El (weekly). Apartado 2703, Mexico City. Communist. Laborista, El (weekly). Calle Aquiles Serdan 39, Mexico City. Labor Party."
INTERNATIONAL,"Strijd, De (weekly). Federation of Trade Unions, Amstel 224, Amsterdam."
INTERNATIONAL,"Vakbeweging, De (monthly). Federation of Trade Unions, Amstel 224, Amsterdam."
INTERNATIONAL,"Vakstrijd, De (fortnightly). General Trade Union Federation, Re- gentesselaan 112, The Hague."
INTERNATIONAL,"Arbeid, De. National Labor Secretariat, Nassaukade 101, Am sterdam."
INTERNATIONAL,"Volk, Het (daily). Keizersgracht 378, Amsterdam. Socialist."
INTERNATIONAL,"Socialistische Gids, De (monthly). Paleisstraat 43, Amsterdam. Socialist."
INTERNATIONAL,"Tribune, De (daily). Amstel 85, Amsterdam. Communist."
INTERNATIONAL,"Maoriland Worker, The (weekly). 290 Wakefield Street, Welling ton. Workers' Union and Labor Party."
INTERNATIONAL,Medelsblad Utgit av Landsorganisationen. i Norge (monthly). Federation of Trade Unions
INTERNATIONAL,"Social-Demokraten (daily). Youngsgatan 13, Oslo. Communist. Arbejderbladet (daily). Folkets Hus, Oslo. Communist. Den Nye Socialdemokraten (daily). Ovre Slotsgatan 15 B IV, Oslo. Socialist. 
INTERNATIONAL,Mot Dag (fortnightly). Christian Augustsgatan 5, Oslo. Communist"
INTERNATIONAL,"Robotniczy Przeglad Gospodarczy (fortnightly). Central Trades Fe deration, 7 ul. Warecka, Warsaw."
INTERNATIONAL,"Wiadotnosci Robotnika (fortnightly). Federation of Trade Unions, 31 Sienna, Warsaw."
INTERNATIONAL,"Robotnik (daily). Warecka 7, Warsaw. Socialist. Swit (daily). 13 Lerchengasse, Vienna VIII, Austria. Com munist. Volkstimme (fortnightly). German. Bleichplatz 2, Bielitz."
INTERNATIONAL,"Justicia. Free Federation of Workers, San Juan. Union Obrera (daily). San Juan."
INTERNATIONAL,"Voz de Obrero (weekly). P. O. Box 117, San Juan. Labor. Alba Roja, El (semi-weekly). Guayama. Socialist. Conciencia Popular (semi-weekly). Humacao. Socialist."
INTERNATIONAL,"Batalha, A. General Confederation of Labor, Calcado do Combro 38-A Lisbon."
INTERNATIONAL,"Socialistnul. Strada Academiei 37, Bucharest. Communist. Lumea Noua (weekly). Pasagiul Imobiliara, Bucharest. Arbeiter-Zeitung. Strada General Dragalina 1,. Timisoara. Vorwaerts. Strada Scolea 6, Cernauti."
INTERNATIONAL,"Radical, El (weekly). San Domingo City."
INTERNATIONAL,"Weekly Herald (weekly). Industrial Federation, New Trades Hall, Rissik Street, Johannesburg."
INTERNATIONAL,"South African Review (weekly). P. O. Box 664, Capetown. So cialist."
INTERNATIONAL,"International, The (weekly). 54 Fox Street, Johannesburg. Com munist."
INTERNATIONAL,"Socialista, El (daily). Calle de Carranza 20, Madrid. Federation of Trade Unions and Socialist Party. Antorcha, La (weekly). Apartado 873, Madrid. Communist."
INTERNATIONAL,"Fachforeningsrorelsen (weekly). Federation of Trade Unions, Barnhusgatan 16, Stockholm."
INTERNATIONAL,"Social Demokraten (daily)- Barnhusgatan 14, Stockholm. Socialist."
INTERNATIONAL,"Folkets Dagblad Politiken (daily). Luntmakaretgatan 52, Stockholm. Communist."
INTERNATIONAL,"Gewerkschaftliche Rundschau, Revue Syndicale (monthly). Federation of Trade Unions, Monbijoustrasse 61, Berne. Sentinelle, La (daily). Pare 103, Chaux-de-Fonds. Socialist. Easier Vorwarts. Brunnegasse 3, Base1. Communist."
INTERNATIONAL,"Isvestia (daily). Tverskaya 48, Moscow, USSR. Soviet government. "
INTERNATIONAL,"Pravda (daily). Tverskaya 38, Moscow, USSR. Communist Party. "
INTERNATIONAL,"Russische Korrespondenz. Carl Hoym Verlag, Hamburg 8,"
INTERNATIONAL,"Germany. Socialisticheski Viestnik (fortnightly). Lindenstrasse 3, Berlin, S. W."
INTERNATIONAL,"68, Germany. Social Democratic Labor Party. Volia Rosii (weekly). Uhelny trh. 1, Prague, Czechoslovakia."
INTERNATIONAL,Social Revolutionary Party.
INTERNATIONAL,"Justicia, La. Montevideo, Uruguay. Communist."
INTERNATIONAL,"Solidaridad, La. Federation of Labor, Cuarein 1321, Montevideo, Uruguay"
INTERNATIONAL,"Tribuna Libertaria. Soriano 1423, Montevideo. Anarchist. Union Sindica1. Rio Negro 111, Montevideo, Uruguay. Syndicalist."
INTERNATIONAL,"Venezuela Libre. Apartado 1635, Havana, Cuba."
INTERNATIONAL,"Labor Leader, The (weekly). 95 Charlotte Street, Port of Spain, Trinidad."
INTERNATIONAL,"Radnicke Novine. General Federation of Labor, Novi Socjalisticki Narodni Dom, Belgrade. Radnik. Kosmayska 43, Belgrade, Yugoslavia. Communist."
